CustomerID,CustomerName,Industry,RegionID,Employees
100691,Kunde 691,Bauwesen,9,25
100692,Kunde 692,Automotive,6,205
100693,Kunde 693,Dienstleistung,3,777
100694,Kunde 694,Handel,9,1989
100695,Kunde 695,IT,10,460
100696,Kunde 696,Dienstleistung,8,780
100697,Kunde 697,Bauwesen,6,1954
100698,Kunde 698,Handel,6,220
100699,Kunde 699,Maschinenbau,9,1608
100700,Kunde 700,Dienstleistung,6,1900
100701,Kunde 701,Maschinenbau,6,257
100702,Kunde 702,Chemie,7,364
100703,Kunde 703,Medizintechnik,7,1083
100704,Kunde 704,Energie,6,1496
100705,Kunde 705,Chemie,10,1798
100706,Kunde 706,Handel,4,632
100707,Kunde 707,Handel,10,1210
100708,Kunde 708,Dienstleistung,9,1687
100709,Kunde 709,Energie,4,1657
100710,Kunde 710,Medizintechnik,7,1007
100711,Kunde 711,Bauwesen,9,200
100712,Kunde 712,Logistik,5,1088
100713,Kunde 713,IT,6,719
100714,Kunde 714,Medizintechnik,8,1439
100715,Kunde 715,Handel,8,1176
100716,Kunde 716,Logistik,7,1777
100717,Kunde 717,Handel,1,582
100718,Kunde 718,Energie,1,1134
100719,Kunde 719,Energie,5,560
100720,Kunde 720,Dienstleistung,10,1249
100721,Kunde 721,Bauwesen,1,207
100722,Kunde 722,Automotive,9,1841
100723,Kunde 723,Handel,3,103
100724,Kunde 724,Bauwesen,5,354
100725,Kunde 725,Maschinenbau,1,656
100726,Kunde 726,Handel,5,1943
100727,Kunde 727,Logistik,4,1544
100728,Kunde 728,Bauwesen,4,802
100729,Kunde 729,Medizintechnik,6,375
100730,Kunde 730,Bauwesen,1,711
100731,Kunde 731,Medizintechnik,5,1655
100732,Kunde 732,Energie,9,1523
100733,Kunde 733,Medizintechnik,9,1393
100734,Kunde 734,Chemie,9,1987
100735,Kunde 735,Automotive,10,1620
100736,Kunde 736,Chemie,10,1093
100737,Kunde 737,Logistik,3,1134
100738,Kunde 738,IT,2,1222
100739,Kunde 739,Logistik,1,1811
100740,Kunde 740,Dienstleistung,8,1745
100741,Kunde 741,Handel,6,829
100742,Kunde 742,Chemie,3,981
100743,Kunde 743,Logistik,3,1218
100744,Kunde 744,Handel,5,266
100745,Kunde 745,Handel,6,535
100746,Kunde 746,Handel,10,24
100747,Kunde 747,Automotive,4,1411
100748,Kunde 748,IT,4,1056
100749,Kunde 749,Medizintechnik,5,1465
100750,Kunde 750,Logistik,5,323
100751,Kunde 751,Dienstleistung,2,1351
100752,Kunde 752,Logistik,10,263
100753,Kunde 753,Medizintechnik,7,297
100754,Kunde 754,Energie,10,780
100755,Kunde 755,Bauwesen,4,1167
100756,Kunde 756,Handel,2,1511
100757,Kunde 757,Chemie,6,552
100758,Kunde 758,Chemie,8,113
100759,Kunde 759,Bauwesen,3,1885
100760,Kunde 760,Dienstleistung,8,1490
100761,Kunde 761,Chemie,10,1314
100762,Kunde 762,Bauwesen,2,2000
100763,Kunde 763,Bauwesen,10,763
100764,Kunde 764,Handel,5,1453
100765,Kunde 765,Medizintechnik,1,1597
100766,Kunde 766,Medizintechnik,10,515
100767,Kunde 767,Medizintechnik,7,1393
100768,Kunde 768,Logistik,2,1251
100769,Kunde 769,IT,1,861
100770,Kunde 770,Logistik,6,1452
100771,Kunde 771,Bauwesen,6,942
100772,Kunde 772,IT,7,379
100773,Kunde 773,Chemie,7,903
100774,Kunde 774,Maschinenbau,2,729
100775,Kunde 775,Logistik,4,1640
100776,Kunde 776,Logistik,10,964
100777,Kunde 777,Handel,1,1033
100778,Kunde 778,Medizintechnik,7,592
100779,Kunde 779,Energie,1,569
100780,Kunde 780,Chemie,5,1955
100781,Kunde 781,Energie,9,881
100782,Kunde 782,Medizintechnik,1,1071
100783,Kunde 783,IT,6,1933
100784,Kunde 784,Logistik,9,1476
100785,Kunde 785,Medizintechnik,10,1810
100786,Kunde 786,Logistik,3,1896
100787,Kunde 787,Bauwesen,6,1672
100788,Kunde 788,Maschinenbau,9,473
100789,Kunde 789,Medizintechnik,4,630
100790,Kunde 790,Automotive,3,1306
100791,Kunde 791,Chemie,1,1762
100792,Kunde 792,Maschinenbau,7,183
100793,Kunde 793,Medizintechnik,8,1945
100794,Kunde 794,Automotive,10,630
100795,Kunde 795,Automotive,10,837
100796,Kunde 796,Chemie,9,1583
100797,Kunde 797,Medizintechnik,2,645
100798,Kunde 798,Maschinenbau,4,1736
100799,Kunde 799,Handel,7,189
100800,Kunde 800,IT,5,1304
100801,Kunde 801,Automotive,7,167
100802,Kunde 802,Energie,3,162
100803,Kunde 803,Medizintechnik,3,1499
100804,Kunde 804,Handel,6,496
100805,Kunde 805,Handel,2,1940
100806,Kunde 806,Handel,8,196
100807,Kunde 807,Bauwesen,10,343
100808,Kunde 808,Maschinenbau,1,1183
100809,Kunde 809,Automotive,9,122
100810,Kunde 810,Medizintechnik,7,178
100811,Kunde 811,Handel,5,1527
100812,Kunde 812,IT,2,590
100813,Kunde 813,IT,7,1139
100814,Kunde 814,Dienstleistung,9,1908
100815,Kunde 815,Handel,7,1014
100816,Kunde 816,IT,3,1660
100817,Kunde 817,Energie,3,1795
100818,Kunde 818,Automotive,8,26
100819,Kunde 819,Maschinenbau,9,1975
100820,Kunde 820,Maschinenbau,4,1947
100821,Kunde 821,Energie,8,873
100822,Kunde 822,Medizintechnik,7,1391
100823,Kunde 823,IT,10,1046
100824,Kunde 824,Logistik,4,1914
100825,Kunde 825,IT,9,1501
100826,Kunde 826,Chemie,10,284
100827,Kunde 827,Dienstleistung,9,987
100828,Kunde 828,Energie,4,1024
100829,Kunde 829,Energie,4,1059
100830,Kunde 830,Energie,2,1408
100831,Kunde 831,Logistik,5,1391
100832,Kunde 832,Chemie,7,1823
100833,Kunde 833,Dienstleistung,6,1095
100834,Kunde 834,Handel,10,1434
100835,Kunde 835,Handel,2,260
100836,Kunde 836,Medizintechnik,2,835
100837,Kunde 837,Energie,7,33
100838,Kunde 838,Dienstleistung,7,1267
100839,Kunde 839,Medizintechnik,6,394
100840,Kunde 840,Energie,6,1870
100841,Kunde 841,Energie,4,1707
100842,Kunde 842,Automotive,6,1532
100843,Kunde 843,Energie,6,19
100844,Kunde 844,IT,10,1467
100845,Kunde 845,Logistik,1,875
100846,Kunde 846,Logistik,5,1443
100847,Kunde 847,Medizintechnik,3,1099
100848,Kunde 848,IT,6,1540
100849,Kunde 849,Maschinenbau,10,711
100850,Kunde 850,Logistik,8,505
100851,Kunde 851,Maschinenbau,10,1518
100852,Kunde 852,Chemie,3,1359
100853,Kunde 853,IT,8,1952
100854,Kunde 854,Maschinenbau,1,1890
100855,Kunde 855,Automotive,4,1691
100856,Kunde 856,Dienstleistung,4,1807
100857,Kunde 857,Handel,6,1940
100858,Kunde 858,Energie,3,1086
100859,Kunde 859,Handel,2,1405
100860,Kunde 860,Medizintechnik,2,1252
100861,Kunde 861,Automotive,1,91
100862,Kunde 862,Logistik,4,1248
100863,Kunde 863,Medizintechnik,10,923
100864,Kunde 864,Medizintechnik,3,1980
100865,Kunde 865,Handel,5,350
100866,Kunde 866,IT,1,1386
100867,Kunde 867,Logistik,6,1910
100868,Kunde 868,Medizintechnik,2,1811
100869,Kunde 869,Energie,5,1569
100870,Kunde 870,Logistik,8,1077
100871,Kunde 871,Dienstleistung,8,1855
100872,Kunde 872,IT,1,465
100873,Kunde 873,Chemie,6,363
100874,Kunde 874,Logistik,4,158
100875,Kunde 875,Maschinenbau,9,756
100876,Kunde 876,Medizintechnik,4,1724
100877,Kunde 877,Maschinenbau,4,278
100878,Kunde 878,IT,9,1057
100879,Kunde 879,Automotive,9,728
100880,Kunde 880,Maschinenbau,5,1955
100881,Kunde 881,Medizintechnik,9,109
100882,Kunde 882,Energie,8,870
100883,Kunde 883,Energie,10,1019
100884,Kunde 884,Medizintechnik,3,781
100885,Kunde 885,Handel,1,354
100886,Kunde 886,IT,7,769
100887,Kunde 887,Handel,10,1991
100888,Kunde 888,Medizintechnik,9,236
100889,Kunde 889,Dienstleistung,1,697
100890,Kunde 890,Medizintechnik,5,1876
100891,Kunde 891,Chemie,3,1395
100892,Kunde 892,Chemie,1,516
100893,Kunde 893,Handel,5,1708
100894,Kunde 894,Handel,4,1109
100895,Kunde 895,IT,10,1747
100896,Kunde 896,Energie,5,1574
100897,Kunde 897,Automotive,1,1761
100898,Kunde 898,Dienstleistung,8,246
100899,Kunde 899,Bauwesen,1,599
100900,Kunde 900,Energie,2,617
100901,Kunde 901,Medizintechnik,7,994
100902,Kunde 902,Automotive,5,606
100903,Kunde 903,IT,6,547
100904,Kunde 904,Logistik,2,441
100905,Kunde 905,Energie,1,9
100906,Kunde 906,Energie,5,1516
100907,Kunde 907,Automotive,7,1297
100908,Kunde 908,Medizintechnik,4,1169
100909,Kunde 909,Energie,7,811
100910,Kunde 910,Automotive,9,450
100911,Kunde 911,Maschinenbau,2,1895
100912,Kunde 912,Handel,6,629
100913,Kunde 913,Chemie,8,1907
100914,Kunde 914,Handel,10,1916
100915,Kunde 915,Medizintechnik,9,1969
100916,Kunde 916,Maschinenbau,2,1321
100917,Kunde 917,Energie,3,1060
100918,Kunde 918,Dienstleistung,4,1696
100919,Kunde 919,Handel,9,1834
100920,Kunde 920,IT,8,77
100921,Kunde 921,Handel,9,1920
100922,Kunde 922,Bauwesen,1,953
100923,Kunde 923,Dienstleistung,1,1832
100924,Kunde 924,Bauwesen,4,1270
100925,Kunde 925,Bauwesen,9,1742
100926,Kunde 926,IT,5,1004
100927,Kunde 927,Maschinenbau,6,122
100928,Kunde 928,Bauwesen,8,733
100929,Kunde 929,Dienstleistung,7,17
100930,Kunde 930,Handel,3,1265
100931,Kunde 931,Medizintechnik,1,947
100932,Kunde 932,Dienstleistung,6,677
100933,Kunde 933,Chemie,6,616
100934,Kunde 934,Automotive,6,729
100935,Kunde 935,Handel,5,224
100936,Kunde 936,IT,4,15
100937,Kunde 937,Bauwesen,9,721
100938,Kunde 938,Medizintechnik,5,1828
100939,Kunde 939,Bauwesen,1,1484
100940,Kunde 940,IT,5,386
100941,Kunde 941,Dienstleistung,7,828
100942,Kunde 942,Chemie,1,731
100943,Kunde 943,Automotive,9,23
100944,Kunde 944,Chemie,5,212
100945,Kunde 945,Handel,4,887
100946,Kunde 946,Dienstleistung,3,1012
100947,Kunde 947,Automotive,6,409
100948,Kunde 948,Logistik,7,178
100949,Kunde 949,Chemie,3,1088
100950,Kunde 950,Bauwesen,2,1058
100951,Kunde 951,Energie,7,1845
100952,Kunde 952,Handel,9,319
100953,Kunde 953,Handel,10,846
100954,Kunde 954,Automotive,4,258
100955,Kunde 955,Logistik,7,1875
100956,Kunde 956,Medizintechnik,4,1003
100957,Kunde 957,Chemie,10,19
100958,Kunde 958,Maschinenbau,3,323
100959,Kunde 959,Medizintechnik,7,1580
100960,Kunde 960,Handel,5,1349
100961,Kunde 961,Handel,10,517
100962,Kunde 962,IT,6,468
100963,Kunde 963,Automotive,8,968
100964,Kunde 964,Energie,9,814
100965,Kunde 965,Logistik,3,771
100966,Kunde 966,Maschinenbau,4,617
100967,Kunde 967,Medizintechnik,3,751
100968,Kunde 968,Chemie,10,882
100969,Kunde 969,Automotive,9,1832
100970,Kunde 970,Chemie,4,378
100971,Kunde 971,Dienstleistung,3,1103
100972,Kunde 972,IT,5,1667
100973,Kunde 973,Logistik,9,556
100974,Kunde 974,IT,3,227
100975,Kunde 975,Handel,7,903
100976,Kunde 976,IT,3,1349
100977,Kunde 977,Maschinenbau,10,1724
100978,Kunde 978,Handel,3,904
100979,Kunde 979,Medizintechnik,6,336
100980,Kunde 980,Chemie,2,291
100981,Kunde 981,Medizintechnik,9,729
100982,Kunde 982,Dienstleistung,9,1535
100983,Kunde 983,Handel,2,893
100984,Kunde 984,Handel,3,16
100985,Kunde 985,Logistik,6,740
100986,Kunde 986,Handel,3,1814
100987,Kunde 987,Chemie,1,1787
100988,Kunde 988,Maschinenbau,6,1457
100989,Kunde 989,Dienstleistung,7,411
100990,Kunde 990,Logistik,7,231
100991,Kunde 991,Energie,5,393
100992,Kunde 992,Chemie,8,588
100993,Kunde 993,Maschinenbau,5,87
100994,Kunde 994,IT,3,278
100995,Kunde 995,Medizintechnik,4,813
100996,Kunde 996,Dienstleistung,2,867
100997,Kunde 997,Bauwesen,3,1528
100998,Kunde 998,Chemie,3,683
100999,Kunde 999,Medizintechnik,1,1850
101000,Kunde 1000,Automotive,10,69
101001,Kunde 1001,Medizintechnik,10,333
101002,Kunde 1002,Medizintechnik,5,1369
101003,Kunde 1003,Energie,10,412
101004,Kunde 1004,Energie,10,1947
101005,Kunde 1005,Handel,10,986
101006,Kunde 1006,Maschinenbau,4,1970
101007,Kunde 1007,Handel,10,1367
101008,Kunde 1008,Chemie,4,549
101009,Kunde 1009,Handel,4,248
101010,Kunde 1010,Bauwesen,1,867
101011,Kunde 1011,Bauwesen,6,1006
101012,Kunde 1012,Chemie,2,1131
101013,Kunde 1013,Chemie,8,1019
101014,Kunde 1014,Dienstleistung,3,1643
101015,Kunde 1015,Handel,9,1401
101016,Kunde 1016,Bauwesen,10,1467
101017,Kunde 1017,Logistik,8,265
101018,Kunde 1018,Logistik,6,670
101019,Kunde 1019,Energie,3,1543
101020,Kunde 1020,Dienstleistung,7,1570
101021,Kunde 1021,Logistik,8,1603
101022,Kunde 1022,Dienstleistung,8,1810
101023,Kunde 1023,Automotive,3,823
101024,Kunde 1024,Bauwesen,3,1032
101025,Kunde 1025,Handel,4,1491
101026,Kunde 1026,Dienstleistung,4,1896
101027,Kunde 1027,Dienstleistung,1,1524
101028,Kunde 1028,Maschinenbau,7,1731
101029,Kunde 1029,Handel,1,1695
101030,Kunde 1030,Automotive,5,801
101031,Kunde 1031,Maschinenbau,7,274
101032,Kunde 1032,Chemie,4,229
101033,Kunde 1033,Energie,4,1966
101034,Kunde 1034,Bauwesen,4,225
101035,Kunde 1035,IT,2,1628
101036,Kunde 1036,Handel,3,48
101037,Kunde 1037,IT,8,263
101038,Kunde 1038,Chemie,10,323
101039,Kunde 1039,Handel,8,709
101040,Kunde 1040,Automotive,6,1029
101041,Kunde 1041,Maschinenbau,8,32
101042,Kunde 1042,Dienstleistung,4,1576
101043,Kunde 1043,Maschinenbau,7,1406
101044,Kunde 1044,IT,7,489
101045,Kunde 1045,Handel,1,111
101046,Kunde 1046,Medizintechnik,10,1394
101047,Kunde 1047,Bauwesen,7,1704
101048,Kunde 1048,Energie,6,705
101049,Kunde 1049,Dienstleistung,7,884
101050,Kunde 1050,IT,10,1227
101051,Kunde 1051,Bauwesen,10,1515
101052,Kunde 1052,Chemie,10,21
101053,Kunde 1053,Dienstleistung,9,894
101054,Kunde 1054,Bauwesen,9,988
101055,Kunde 1055,Handel,1,597
101056,Kunde 1056,Chemie,9,582
101057,Kunde 1057,Automotive,2,1000
101058,Kunde 1058,Energie,8,174
101059,Kunde 1059,IT,8,1563
101060,Kunde 1060,Logistik,1,883
101061,Kunde 1061,Medizintechnik,4,512
101062,Kunde 1062,Logistik,9,1269
101063,Kunde 1063,IT,9,317
101064,Kunde 1064,Dienstleistung,7,1498
101065,Kunde 1065,IT,1,1052
101066,Kunde 1066,IT,9,387
101067,Kunde 1067,Handel,7,515
101068,Kunde 1068,Maschinenbau,9,580
101069,Kunde 1069,Medizintechnik,1,1575
101070,Kunde 1070,Automotive,4,240
101071,Kunde 1071,Automotive,5,1774
101072,Kunde 1072,Bauwesen,8,544
101073,Kunde 1073,Automotive,7,1440
101074,Kunde 1074,Medizintechnik,5,511
101075,Kunde 1075,Bauwesen,5,1369
101076,Kunde 1076,Bauwesen,8,1685
101077,Kunde 1077,Dienstleistung,3,883
101078,Kunde 1078,Maschinenbau,7,411
101079,Kunde 1079,Logistik,5,975
101080,Kunde 1080,Chemie,10,1451
101081,Kunde 1081,Dienstleistung,1,1608
101082,Kunde 1082,Energie,9,1663
101083,Kunde 1083,Maschinenbau,3,216
101084,Kunde 1084,Maschinenbau,8,1440
101085,Kunde 1085,Maschinenbau,8,1500
101086,Kunde 1086,IT,2,1033
101087,Kunde 1087,Energie,9,1256
101088,Kunde 1088,Dienstleistung,2,376
101089,Kunde 1089,Energie,3,391
101090,Kunde 1090,Logistik,10,1755
101091,Kunde 1091,Handel,9,1215
101092,Kunde 1092,Energie,3,1293
101093,Kunde 1093,Maschinenbau,7,1304
101094,Kunde 1094,Logistik,7,309
101095,Kunde 1095,Handel,6,474
101096,Kunde 1096,Medizintechnik,8,251
101097,Kunde 1097,Handel,1,275
101098,Kunde 1098,Medizintechnik,3,826
101099,Kunde 1099,Automotive,8,83
101100,Kunde 1100,Handel,10,565
101101,Kunde 1101,Medizintechnik,4,398
101102,Kunde 1102,Chemie,8,1907
101103,Kunde 1103,Maschinenbau,2,304
101104,Kunde 1104,IT,5,878
101105,Kunde 1105,Handel,6,41
101106,Kunde 1106,Bauwesen,3,1267
101107,Kunde 1107,Energie,2,413
101108,Kunde 1108,Medizintechnik,2,191
101109,Kunde 1109,Dienstleistung,2,1775
101110,Kunde 1110,Medizintechnik,8,109
101111,Kunde 1111,Handel,6,783
101112,Kunde 1112,Medizintechnik,2,839
101113,Kunde 1113,Logistik,9,1080
101114,Kunde 1114,Dienstleistung,7,632
101115,Kunde 1115,Handel,9,1438
101116,Kunde 1116,IT,10,1302
101117,Kunde 1117,Logistik,3,478
101118,Kunde 1118,Dienstleistung,7,459
101119,Kunde 1119,Energie,9,693
101120,Kunde 1120,Bauwesen,7,877
101121,Kunde 1121,Energie,1,986
101122,Kunde 1122,Medizintechnik,3,130
101123,Kunde 1123,Medizintechnik,6,1049
101124,Kunde 1124,Automotive,10,879
101125,Kunde 1125,Dienstleistung,3,1323
101126,Kunde 1126,Medizintechnik,3,110
101127,Kunde 1127,Automotive,3,628
101128,Kunde 1128,Energie,3,230
101129,Kunde 1129,Automotive,1,556
101130,Kunde 1130,Energie,7,749
101131,Kunde 1131,Handel,5,579
101132,Kunde 1132,Medizintechnik,5,1936
101133,Kunde 1133,Logistik,8,723
101134,Kunde 1134,Energie,5,1462
101135,Kunde 1135,Bauwesen,3,861
101136,Kunde 1136,Logistik,2,510
101137,Kunde 1137,Logistik,3,660
101138,Kunde 1138,Energie,4,1838
101139,Kunde 1139,Medizintechnik,1,102
101140,Kunde 1140,Maschinenbau,10,377
101141,Kunde 1141,IT,5,88
101142,Kunde 1142,Automotive,1,6
101143,Kunde 1143,Medizintechnik,8,111
101144,Kunde 1144,Handel,8,1357
101145,Kunde 1145,Automotive,8,1530
101146,Kunde 1146,Energie,9,663
101147,Kunde 1147,Bauwesen,1,439
101148,Kunde 1148,Maschinenbau,10,589
101149,Kunde 1149,IT,8,971
101150,Kunde 1150,Medizintechnik,4,578
101151,Kunde 1151,Bauwesen,4,1865
101152,Kunde 1152,Dienstleistung,10,1247
101153,Kunde 1153,Maschinenbau,8,211
101154,Kunde 1154,Logistik,8,887
101155,Kunde 1155,Maschinenbau,7,383
101156,Kunde 1156,Chemie,8,521
101157,Kunde 1157,Bauwesen,2,1947
101158,Kunde 1158,Chemie,10,1011
101159,Kunde 1159,Chemie,10,749
101160,Kunde 1160,Medizintechnik,1,689
101161,Kunde 1161,Maschinenbau,4,628
101162,Kunde 1162,Medizintechnik,9,233
101163,Kunde 1163,Handel,5,203
101164,Kunde 1164,Medizintechnik,10,1375
101165,Kunde 1165,Bauwesen,9,32
101166,Kunde 1166,IT,4,1403
101167,Kunde 1167,Handel,1,1135
101168,Kunde 1168,IT,3,1582
101169,Kunde 1169,Maschinenbau,3,1770
101170,Kunde 1170,Logistik,1,271
101171,Kunde 1171,Dienstleistung,6,683
101172,Kunde 1172,Chemie,1,743
101173,Kunde 1173,Bauwesen,3,1523
101174,Kunde 1174,IT,1,1663
101175,Kunde 1175,Dienstleistung,10,745
101176,Kunde 1176,Automotive,10,1526
101177,Kunde 1177,Medizintechnik,5,1599
101178,Kunde 1178,Chemie,6,1211
101179,Kunde 1179,IT,2,1088
101180,Kunde 1180,Handel,1,1243
101181,Kunde 1181,Bauwesen,2,766
101182,Kunde 1182,Medizintechnik,7,492
101183,Kunde 1183,Energie,3,1336
101184,Kunde 1184,Dienstleistung,3,570
101185,Kunde 1185,Bauwesen,5,435
101186,Kunde 1186,IT,10,1201
101187,Kunde 1187,Logistik,10,791
101188,Kunde 1188,Handel,10,183
101189,Kunde 1189,Automotive,9,1821
101190,Kunde 1190,Energie,3,222
101191,Kunde 1191,Chemie,8,272
101192,Kunde 1192,Bauwesen,10,1294
101193,Kunde 1193,Energie,6,1525
101194,Kunde 1194,Logistik,1,1237
101195,Kunde 1195,IT,2,251
101196,Kunde 1196,Handel,5,89
101197,Kunde 1197,Medizintechnik,6,1206
101198,Kunde 1198,Dienstleistung,6,1988
101199,Kunde 1199,IT,7,1873
101200,Kunde 1200,Maschinenbau,2,1815
101201,Kunde 1201,Automotive,7,1345
101202,Kunde 1202,Automotive,9,1679
101203,Kunde 1203,Medizintechnik,2,395
101204,Kunde 1204,Handel,5,400
101205,Kunde 1205,IT,8,1448
101206,Kunde 1206,IT,3,917
101207,Kunde 1207,Logistik,2,1900
101208,Kunde 1208,Chemie,5,207
101209,Kunde 1209,Maschinenbau,6,158
101210,Kunde 1210,Dienstleistung,9,1933
101211,Kunde 1211,Handel,7,1124
101212,Kunde 1212,Bauwesen,9,1272
101213,Kunde 1213,Chemie,4,707
101214,Kunde 1214,Dienstleistung,4,622
101215,Kunde 1215,Energie,10,1490
101216,Kunde 1216,Maschinenbau,1,976
101217,Kunde 1217,Dienstleistung,2,1563
101218,Kunde 1218,IT,10,418
101219,Kunde 1219,Handel,9,1097
101220,Kunde 1220,Energie,2,1481
101221,Kunde 1221,Dienstleistung,8,319
101222,Kunde 1222,Medizintechnik,10,94
101223,Kunde 1223,Automotive,5,266
101224,Kunde 1224,Bauwesen,7,397
101225,Kunde 1225,Logistik,10,861
101226,Kunde 1226,Handel,6,1132
101227,Kunde 1227,Handel,5,1462
101228,Kunde 1228,Logistik,9,522
101229,Kunde 1229,Bauwesen,10,1830
101230,Kunde 1230,IT,10,1801
101231,Kunde 1231,Bauwesen,6,1560
101232,Kunde 1232,Chemie,3,1752
101233,Kunde 1233,Bauwesen,10,1737
101234,Kunde 1234,Automotive,10,1862
101235,Kunde 1235,Dienstleistung,8,1152
101236,Kunde 1236,Medizintechnik,9,716
101237,Kunde 1237,Logistik,8,1837
101238,Kunde 1238,IT,8,754
101239,Kunde 1239,Handel,3,923
101240,Kunde 1240,IT,10,1294
101241,Kunde 1241,Logistik,4,1474
101242,Kunde 1242,Energie,5,245
101243,Kunde 1243,Automotive,4,1870
101244,Kunde 1244,Automotive,1,898
101245,Kunde 1245,Bauwesen,2,143
101246,Kunde 1246,Logistik,1,993
101247,Kunde 1247,Maschinenbau,8,863
101248,Kunde 1248,Energie,2,1077
101249,Kunde 1249,Logistik,4,1912
101250,Kunde 1250,IT,10,1955
101251,Kunde 1251,Chemie,7,1036
101252,Kunde 1252,Logistik,7,1624
101253,Kunde 1253,Energie,1,49
101254,Kunde 1254,Logistik,6,346
101255,Kunde 1255,Logistik,6,1232
101256,Kunde 1256,Bauwesen,9,566
101257,Kunde 1257,Maschinenbau,4,1431
101258,Kunde 1258,Energie,1,1986
101259,Kunde 1259,Automotive,4,269
101260,Kunde 1260,Medizintechnik,5,598
101261,Kunde 1261,Maschinenbau,5,98
101262,Kunde 1262,Maschinenbau,2,1962
101263,Kunde 1263,Chemie,5,1164
101264,Kunde 1264,Medizintechnik,5,129
101265,Kunde 1265,Maschinenbau,9,1631
101266,Kunde 1266,IT,9,1996
101267,Kunde 1267,Automotive,6,1425
101268,Kunde 1268,Maschinenbau,1,394
101269,Kunde 1269,Automotive,2,1521
101270,Kunde 1270,Bauwesen,6,1673
101271,Kunde 1271,Logistik,6,819
101272,Kunde 1272,Energie,7,1018
101273,Kunde 1273,Bauwesen,10,1407
101274,Kunde 1274,Automotive,10,1095
101275,Kunde 1275,Maschinenbau,1,1787
101276,Kunde 1276,Medizintechnik,3,1056
101277,Kunde 1277,Automotive,4,1994
101278,Kunde 1278,Maschinenbau,6,158
101279,Kunde 1279,Dienstleistung,6,343
101280,Kunde 1280,Chemie,8,901
101281,Kunde 1281,IT,8,1542
101282,Kunde 1282,IT,1,1048
101283,Kunde 1283,Handel,3,791
101284,Kunde 1284,Handel,8,1156
101285,Kunde 1285,Bauwesen,3,1601
101286,Kunde 1286,Chemie,8,804
101287,Kunde 1287,Energie,9,825
101288,Kunde 1288,IT,6,1248
101289,Kunde 1289,Handel,8,561
101290,Kunde 1290,Chemie,7,428
101291,Kunde 1291,Logistik,1,381
101292,Kunde 1292,Energie,9,12
101293,Kunde 1293,Automotive,5,332
101294,Kunde 1294,Chemie,10,1176
101295,Kunde 1295,Medizintechnik,6,451
101296,Kunde 1296,Handel,9,1217
101297,Kunde 1297,Automotive,9,1431
101298,Kunde 1298,Automotive,1,23
101299,Kunde 1299,Handel,4,1805
101300,Kunde 1300,Dienstleistung,10,1906
101301,Kunde 1301,Dienstleistung,6,1624
101302,Kunde 1302,IT,6,1055
101303,Kunde 1303,Handel,2,937
101304,Kunde 1304,Handel,3,1036
101305,Kunde 1305,IT,5,1454
101306,Kunde 1306,IT,1,1480
101307,Kunde 1307,Bauwesen,6,1080
101308,Kunde 1308,Energie,7,535
101309,Kunde 1309,Maschinenbau,9,626
101310,Kunde 1310,IT,3,1750
101311,Kunde 1311,Maschinenbau,10,456
101312,Kunde 1312,Medizintechnik,10,611
101313,Kunde 1313,Energie,7,1455
101314,Kunde 1314,Energie,3,554
101315,Kunde 1315,Chemie,10,1135
101316,Kunde 1316,Bauwesen,2,248
101317,Kunde 1317,Dienstleistung,5,355
101318,Kunde 1318,Energie,6,463
101319,Kunde 1319,Chemie,1,98
101320,Kunde 1320,Medizintechnik,5,1097
101321,Kunde 1321,Handel,7,492
101322,Kunde 1322,Chemie,2,602
101323,Kunde 1323,Energie,8,85
101324,Kunde 1324,Dienstleistung,4,1314
101325,Kunde 1325,IT,6,308
101326,Kunde 1326,IT,8,1934
101327,Kunde 1327,Chemie,5,1814
101328,Kunde 1328,Logistik,4,573
101329,Kunde 1329,Dienstleistung,9,1904
101330,Kunde 1330,Handel,5,277
101331,Kunde 1331,Logistik,3,558
101332,Kunde 1332,Dienstleistung,2,1793
101333,Kunde 1333,Bauwesen,6,1624
101334,Kunde 1334,Handel,1,110
101335,Kunde 1335,Dienstleistung,4,1320
101336,Kunde 1336,Dienstleistung,2,514
101337,Kunde 1337,IT,8,1691
101338,Kunde 1338,Bauwesen,9,435
101339,Kunde 1339,Dienstleistung,1,1099
101340,Kunde 1340,Bauwesen,8,242
101341,Kunde 1341,Medizintechnik,9,7
101342,Kunde 1342,Bauwesen,3,1333
101343,Kunde 1343,Maschinenbau,4,716
101344,Kunde 1344,Handel,6,1300
101345,Kunde 1345,IT,8,1244
101346,Kunde 1346,IT,9,1996
101347,Kunde 1347,IT,5,760
101348,Kunde 1348,IT,6,669
101349,Kunde 1349,Dienstleistung,3,175
101350,Kunde 1350,IT,2,1943
101351,Kunde 1351,Bauwesen,9,1449
101352,Kunde 1352,Maschinenbau,3,1815
101353,Kunde 1353,Chemie,4,1129
101354,Kunde 1354,Automotive,1,545
101355,Kunde 1355,Energie,8,1483
101356,Kunde 1356,Chemie,7,278
101357,Kunde 1357,Chemie,9,841
101358,Kunde 1358,Bauwesen,2,1844
101359,Kunde 1359,IT,1,1257
101360,Kunde 1360,Dienstleistung,5,608
101361,Kunde 1361,Bauwesen,1,669
101362,Kunde 1362,Dienstleistung,10,122
101363,Kunde 1363,Automotive,2,1286
101364,Kunde 1364,Medizintechnik,6,1676
101365,Kunde 1365,Energie,8,26
